,Amount Requested,Application Date,Loan Title,Risk_Score,Debt-To-Income Ratio,Zip Code,State,Employment Length,Policy Code
1012,2500.0,2007-09-19,Megan Jackson,477.0,220.89%,354xx,AL,< 1 year,0.0
1013,1600.0,2007-09-20,i recently got a new job and need money to help cover my moving expenses ,625.0,22.04%,283xx,NC,< 1 year,0.0
1014,4000.0,2007-09-20,epeters,590.0,6.31%,352xx,AL,3 years,0.0
1015,1000.0,2007-09-20,Dried Mangoes ,544.0,2.25%,021xx,MA,< 1 year,0.0
1016,4000.0,2007-09-20,mrstattoo7,530.0,241200%,337xx,FL,10+ years,0.0
1017,2000.0,2007-09-20,mcallister,451.0,3.2%,337xx,FL,1 year,0.0
1018,25000.0,2007-09-20,dangilley,444.0,33.93%,983xx,WA,1 year,0.0
1019,10000.0,2007-09-20,ahiggs,438.0,23.54%,452xx,OH,1 year,0.0
1020,9000.0,2007-09-20,nevergiveup,587.0,33%,724xx,AR,10+ years,0.0
1021,4000.0,2007-09-20,emc428,390.0,0.84%,051xx,VT,4 years,0.0
1022,10000.0,2007-09-20,OracleDBA,607.0,17.02%,285xx,NC,< 1 year,0.0
1023,2000.0,2007-09-20,Honey,665.0,35.4%,850xx,AZ,< 1 year,0.0
1024,6500.0,2007-09-20,Gods Friend20,471.0,51.58%,233xx,VA,2 years,0.0
1025,3500.0,2007-09-21,cp60777,453.0,8.57%,068xx,CT,6 years,0.0
1026,2000.0,2007-09-21,denesia,453.0,8.65%,300xx,GA,1 year,0.0
1027,4000.0,2007-09-21,higgiemom,468.0,22.88%,433xx,OH,2 years,0.0
1028,5000.0,2007-09-21,SeaSpray,538.0,12.85%,027xx,MA,< 1 year,0.0
1029,5000.0,2007-09-21,Trucker311,593.0,11.26%,027xx,MA,< 1 year,0.0
1030,4000.0,2007-09-21,Daughters college,522.0,18.05%,080xx,NJ,2 years,0.0
1031,12000.0,2007-09-21,Bridge,585.0,18.03%,453xx,OH,10+ years,0.0
1032,14000.0,2007-09-21,Consolidate22,746.0,10.2%,456xx,OH,10+ years,0.0
1033,1000.0,2007-09-21,luchia001,505.0,0%,853xx,AZ,1 year,0.0
1034,7000.0,2007-09-21,Anne1970,473.0,0%,405xx,KY,< 1 year,0.0
1035,8500.0,2007-09-21,1401azalea,592.0,32.78%,335xx,FL,9 years,0.0
1036,1000.0,2007-09-21,anb2480,468.0,16.57%,331xx,FL,1 year,0.0
1037,10000.0,2007-09-21,Consolidate Debt,586.0,9.83%,540xx,MN,1 year,0.0
1038,15000.0,2007-09-21,Glen,617.0,11.71%,080xx,NJ,2 years,0.0
1039,3500.0,2007-09-21,RICM,550.0,3.85%,980xx,WA,< 1 year,0.0
1040,500.0,2007-09-21,USMC Chick,473.0,26.55%,300xx,GA,2 years,0.0
1041,5000.0,2007-09-22,amber88,471.0,16.24%,658xx,MO,1 year,0.0
1042,5000.0,2007-09-22,strano,0.0,0%,100xx,NY,< 1 year,0.0
1043,3000.0,2007-09-22,lynn68,678.0,47.58%,760xx,TX,10+ years,0.0
1044,8275.0,2007-09-22,tnc01,577.0,8.34%,273xx,NC,10+ years,0.0
1045,5000.0,2007-09-22,Internet Couple,659.0,42.69%,313xx,GA,2 years,0.0
1046,12000.0,2007-09-22,Casablanca,646.0,44.08%,207xx,MD,< 1 year,0.0
1047,2000.0,2007-09-22,luckymekc21,459.0,0%,127xx,NY,2 years,0.0
1048,3500.0,2007-09-22,Tommy26,452.0,24.79%,672xx,KS,9 years,0.0
1049,2050.0,2007-09-22,tnc03,611.0,31.94%,284xx,NC,10+ years,0.0
1050,2050.0,2007-09-22,tnc04,636.0,30.58%,284xx,NC,1 year,0.0
1051,1000.0,2007-09-22,ophelia,422.0,10.58%,112xx,NY,2 years,0.0
1052,4650.0,2007-09-22,udi,640.0,1.13%,651xx,MO,3 years,0.0
1053,4000.0,2007-09-22,Linsee,564.0,0%,949xx,CA,< 1 year,0.0
1054,1500.0,2007-09-22,Help me get a macbook!,555.0,2.15%,112xx,NY,4 years,0.0
1055,3000.0,2007-09-22,chastity,430.0,2.67%,302xx,GA,< 1 year,0.0
1056,4000.0,2007-09-22,redjewel,0.0,0.75%,238xx,VA,< 1 year,0.0
1057,500.0,2007-09-22,wmcclain1,546.0,3.5%,300xx,GA,4 years,0.0
1058,8000.0,2007-09-23,mimsywhimsy,583.0,16.2%,275xx,NC,< 1 year,0.0
1059,10000.0,2007-09-23,Dren,514.0,0%,721xx,AR,< 1 year,0.0
1060,9000.0,2007-09-23,medicinesong,674.0,5.15%,999xx,AK,10+ years,0.0
1061,6000.0,2007-09-23,moses1,396.0,12.72%,465xx,IN,10+ years,0.0
1062,5100.0,2007-09-23,Travel Resorts of America,750.0,5.33%,284xx,SC,10+ years,0.0
1063,6000.0,2007-09-23,frustrated1,417.0,25.65%,549xx,WI,< 1 year,0.0
1064,5000.0,2007-09-23,sweets0611,472.0,18.5%,211xx,MD,10+ years,0.0
1065,8000.0,2007-09-23,justicedocumentservices,605.0,0%,775xx,TX,< 1 year,0.0
1066,5225.0,2007-09-23,chilibaby1,557.0,29.06%,733xx,OK,7 years,0.0
1067,4500.0,2007-09-23,Silva2,660.0,20.39%,017xx,MA,1 year,0.0
1068,3000.0,2007-09-23,odingalt,480.0,9.69%,981xx,WA,1 year,0.0
1069,5500.0,2007-09-23,mtrgober,547.0,0.51%,356xx,AL,1 year,0.0
1070,10000.0,2007-09-23,NikkiDavis731,442.0,15.12%,383xx,TN,1 year,0.0
1071,3000.0,2007-09-23,iloveazsun,654.0,14.94%,850xx,AZ,2 years,0.0
1072,1000.0,2007-09-23,Pirahnababy,509.0,2.59%,982xx,WA,< 1 year,0.0
1073,2000.0,2007-09-23,susanna,451.0,0.38%,088xx,NJ,6 years,0.0
1074,1200.0,2007-09-23,Mab64,645.0,31.2%,071xx,NJ,1 year,0.0
1075,9000.0,2007-09-23,sloandes,592.0,6.08%,503xx,NE,4 years,0.0
1076,850.0,2007-09-23,mommyof4cutekids,508.0,0%,471xx,IN,7 years,0.0
1077,5000.0,2007-09-23,cxgoodw,668.0,16.32%,852xx,AZ,10+ years,0.0
1078,25000.0,2007-09-24,PSiMac,544.0,0.55%,980xx,WA,10+ years,0.0
1079,1500.0,2007-09-24,larue0,514.0,1.6%,701xx,LA,3 years,0.0
1080,25000.0,2007-09-24,summit462,636.0,18.76%,980xx,WA,2 years,0.0
1081,3000.0,2007-09-24,mshelp,432.0,13.85%,201xx,VA,1 year,0.0
1082,5000.0,2007-09-24,AGD,512.0,11.05%,085xx,NJ,10+ years,0.0
1083,3500.0,2007-09-24,Ricky,448.0,5.75%,302xx,GA,10+ years,0.0
1084,13000.0,2007-09-24,oromero718,642.0,9.23%,114xx,NY,3 years,0.0
1085,2000.0,2007-09-24,Travel Loan,644.0,0.71%,701xx,LA,< 1 year,0.0
1086,500.0,2007-09-24,kkoehler2000,577.0,27.81%,691xx,NE,2 years,0.0
1087,8275.0,2007-09-24,tnc06,729.0,6.33%,287xx,NC,10+ years,0.0
1088,8275.0,2007-09-24,Travel Resorts of America,763.0,4.17%,287xx,NC,10+ years,0.0
1089,5000.0,2007-09-24,family3930,591.0,13.9%,630xx,MO,4 years,0.0
1090,25000.0,2007-09-24,lornepchurch,506.0,0%,335xx,FL,9 years,0.0
1091,7500.0,2007-09-24,ncguy2k5,655.0,3.94%,282xx,NC,< 1 year,0.0
1092,500.0,2007-09-24,jessedibartolo,363.0,10.83%,328xx,FL,< 1 year,0.0
1093,7500.0,2007-09-24,Moran1162,719.0,32.28%,329xx,FL,2 years,0.0
1094,2000.0,2007-09-24,michaelel,0.0,0%,283xx,NC,10+ years,0.0
1095,4000.0,2007-09-24,prairiewolf1,475.0,1.54%,680xx,NE,3 years,0.0
1096,5000.0,2007-09-24,FiveTrees,438.0,4.92%,850xx,AZ,10+ years,0.0
1097,7500.0,2007-09-24,westside,496.0,9.4%,021xx,MA,4 years,0.0
1098,17000.0,2007-09-24,wil,514.0,24.96%,946xx,LA,2 years,0.0
1099,8000.0,2007-09-24,In search of loan to lower my debt,649.0,10.2%,070xx,NJ,4 years,0.0
1100,1000.0,2007-09-25,pax96,502.0,0%,337xx,FL,1 year,0.0
1101,15000.0,2007-09-25,grizzlybear1893,461.0,15.08%,436xx,OH,10+ years,0.0
1102,6050.0,2007-09-25,ladyk65,565.0,32.55%,282xx,NC,6 years,0.0
1103,2000.0,2007-09-25,thespyder314,615.0,3.31%,633xx,MO,5 years,0.0
1104,12000.0,2007-09-25,jln,535.0,15.05%,770xx,TX,10+ years,0.0
1105,9000.0,2007-09-25,roni,467.0,1.54%,371xx,TN,1 year,0.0
1106,500.0,2007-09-25,studentstudent,580.0,0%,115xx,NY,< 1 year,0.0
1107,12000.0,2007-09-25,bremom,455.0,18.8%,234xx,VA,1 year,0.0
1108,25000.0,2007-09-25,DANNYPICC,630.0,46.53%,640xx,MO,3 years,0.0
1109,5000.0,2007-09-25,lrich,535.0,5.99%,764xx,TX,10+ years,0.0
1110,5000.0,2007-09-25,Lestatfun,441.0,47.36%,308xx,GA,< 1 year,0.0
1111,15000.0,2007-09-25,AKW1263,560.0,13.36%,349xx,FL,6 years,0.0
1112,4000.0,2007-09-25,domsmom45,468.0,18.3%,410xx,KY,10+ years,0.0
1113,2500.0,2007-09-25,zero32700,649.0,32.8%,030xx,NH,4 years,0.0
1114,5000.0,2007-09-25,MHFLA,533.0,20.88%,320xx,FL,< 1 year,0.0
1115,10000.0,2007-09-25,Garsrese,530.0,27.89%,327xx,FL,5 years,0.0
1116,8525.0,2007-09-25,ESHD11,507.0,0%,025xx,MA,2 years,0.0
1117,500.0,2007-09-25,imbeautiful1,395.0,17.91%,701xx,LA,3 years,0.0
1118,15000.0,2007-09-25,research,700.0,14.13%,231xx,VA,< 1 year,0.0
1119,1200.0,2007-09-25,KarenK,514.0,5.84%,187xx,PA,6 years,0.0
1120,20000.0,2007-09-25,texr.biz,683.0,26.47%,770xx,TX,< 1 year,0.0
1121,8000.0,2007-09-25,energyguy,498.0,14.93%,103xx,NY,2 years,0.0
1122,5000.0,2007-09-25,travelnurse,463.0,10.97%,063xx,CT,< 1 year,0.0
1123,9000.0,2007-09-25,love2fish,644.0,100.14%,587xx,ND,1 year,0.0
1124,2000.0,2007-09-26,sseniorqueen2001,414.0,7.44%,336xx,FL,< 1 year,0.0
1125,2000.0,2007-09-26,aznflava119,0.0,0%,017xx,MA,1 year,0.0
1126,20000.0,2007-09-26,biodoc,684.0,28.44%,920xx,CO,< 1 year,0.0
1127,7500.0,2007-09-26,rmbp,514.0,8.04%,100xx,NY,1 year,0.0
1128,1500.0,2007-09-26,jaunpae,0.0,0.9%,863xx,AZ,< 1 year,0.0
1129,1000.0,2007-09-26,rjones9444,432.0,24.59%,633xx,MO,5 years,0.0
1130,5000.0,2007-09-26,Raven33,564.0,1.48%,346xx,FL,4 years,0.0
1131,15000.0,2007-09-26,Kellie,388.0,0.41%,357xx,AL,2 years,0.0
1132,5000.0,2007-09-26,harleywulffy,440.0,15.4%,751xx,TX,< 1 year,0.0
1133,3000.0,2007-09-26,ramzeaus,593.0,38.86%,840xx,UT,3 years,0.0
1134,15000.0,2007-09-26,robert9516,470.0,0%,357xx,AL,1 year,0.0
1135,500.0,2007-09-26,cynmcclelland,448.0,8.72%,857xx,AZ,< 1 year,0.0
1136,2000.0,2007-09-26,escapist1,494.0,12.06%,331xx,FL,7 years,0.0
1137,5000.0,2007-09-26,KEwers,468.0,14.55%,073xx,NJ,< 1 year,0.0
1138,25000.0,2007-09-26,blountb1,520.0,0%,775xx,TX,< 1 year,0.0
1139,500.0,2007-09-26,williaminmd,527.0,1.38%,218xx,MD,< 1 year,0.0
1140,4000.0,2007-09-26,koedaay,690.0,0%,240xx,VA,1 year,0.0
1141,5000.0,2007-09-26,JoannaL,646.0,15.28%,981xx,WA,3 years,0.0
1142,5000.0,2007-09-26,dhouston007,629.0,21.44%,730xx,AZ,1 year,0.0
1143,1000.0,2007-09-26,ally1444,472.0,80.3%,487xx,MI,1 year,0.0
1144,8950.0,2007-09-26,SAKILE,642.0,24.61%,328xx,FL,8 years,0.0
1145,3500.0,2007-09-26,MakingaPositiveChange,542.0,28.07%,175xx,MD,1 year,0.0
1146,15000.0,2007-09-26,aronjsmalley,586.0,11.29%,730xx,OK,< 1 year,0.0
1147,7000.0,2007-09-26,Good person trying to fix his life,538.0,0%,895xx,NV,< 1 year,0.0
1148,3000.0,2007-09-26,success,536.0,0%,995xx,AK,4 years,0.0
1149,7000.0,2007-09-26,Payoff credit card,686.0,26.76%,290xx,SC,2 years,0.0
1150,10000.0,2007-09-26,Naomirw,530.0,16.52%,557xx,MN,3 years,0.0
1151,4000.0,2007-09-27,elidesi,450.0,1.48%,303xx,GA,1 year,0.0
1152,25000.0,2007-09-27,marieannt,499.0,34.19%,106xx,NY,2 years,0.0
1153,8000.0,2007-09-27,pfek66,504.0,8.85%,191xx,NJ,10+ years,0.0
1154,20000.0,2007-09-27,jk6885,589.0,40.83%,730xx,OK,< 1 year,0.0
1155,12000.0,2007-09-27,G102,465.0,0%,346xx,FL,< 1 year,0.0
1156,12500.0,2007-09-27,jon121970,533.0,0%,329xx,FL,5 years,0.0
1157,4000.0,2007-09-27,aandk4evr,498.0,17.79%,078xx,NJ,7 years,0.0
1158,25000.0,2007-09-27,harryarmon,622.0,13.75%,117xx,NY,2 years,0.0
1159,10000.0,2007-09-27,aspet,503.0,11.43%,914xx,CO,4 years,0.0
1160,2000.0,2007-09-27,yahelc,673.0,27.36%,115xx,NY,< 1 year,0.0
1161,500.0,2007-09-27,Petsitter,477.0,16.05%,143xx,NY,10+ years,0.0
1162,8500.0,2007-09-27,freshstart4me,442.0,33.39%,125xx,NY,1 year,0.0
1163,800.0,2007-09-27,Marley,467.0,0%,452xx,OH,< 1 year,0.0
1164,1000.0,2007-09-27,JAW711,592.0,3.33%,495xx,MI,10+ years,0.0
1165,2000.0,2007-09-27,debtfree,535.0,8.16%,922xx,AZ,4 years,0.0
1166,3500.0,2007-09-27,home repairs,0.0,0%,134xx,NY,3 years,0.0
1167,2000.0,2007-09-27,foster8003,618.0,8.36%,681xx,NE,< 1 year,0.0
1168,4000.0,2007-09-27,I want to buy a used car from a dealer with cash to avoid high monthly payments and interest. i rather pay off a loan than what i would have to pay for a fiananced vehicle.,699.0,0%,857xx,AZ,< 1 year,0.0
1169,15000.0,2007-09-27,Business Aviation Network,610.0,2.91%,338xx,FL,4 years,0.0
1170,4500.0,2007-09-27,mbaexecutive,618.0,18.04%,253xx,WV,2 years,0.0
1171,6500.0,2007-09-27,acy214,489.0,0%,762xx,TX,2 years,0.0
1172,7500.0,2007-09-27,crash724,597.0,18.44%,760xx,TX,4 years,0.0
1173,4500.0,2007-09-27,topokie,490.0,12.51%,730xx,OK,10+ years,0.0
1174,5000.0,2007-09-27,rex,443.0,27.55%,802xx,CO,< 1 year,0.0
1175,6000.0,2007-09-28,manuel,476.0,119.47%,786xx,TX,10+ years,0.0
1176,800.0,2007-09-28,skunky,446.0,43.27%,760xx,TX,< 1 year,0.0
1177,25000.0,2007-09-28,Skip,610.0,17.32%,078xx,NJ,10+ years,0.0
1178,5000.0,2007-09-28,mommyto30littletoes,574.0,0%,372xx,TN,< 1 year,0.0
1179,5000.0,2007-09-28,VulcanDrums,566.0,0%,372xx,TN,9 years,0.0
1180,15000.0,2007-09-28,thecigarcellar,651.0,36.13%,087xx,NJ,1 year,0.0
1181,23500.0,2007-09-28,mmil444,554.0,0%,300xx,GA,2 years,0.0
1182,25000.0,2007-09-28,1whathappened,509.0,0%,330xx,FL,10+ years,0.0
1183,3500.0,2007-09-28,gcameron,406.0,0%,233xx,VA,< 1 year,0.0
1184,800.0,2007-09-28,KingWynn,562.0,21.89%,207xx,MD,4 years,0.0
1185,3500.0,2007-09-28,conniesara,529.0,41.66%,544xx,WI,< 1 year,0.0
1186,7000.0,2007-09-28,timbrown,645.0,27.5%,940xx,CA,< 1 year,0.0
1187,15000.0,2007-09-28,whynot,594.0,0%,300xx,GA,10+ years,0.0
1188,2000.0,2007-09-28,Boppi,521.0,8.35%,530xx,WI,1 year,0.0
1189,5000.0,2007-09-28,jgnapoli,608.0,18.14%,381xx,TN,< 1 year,0.0
1190,8800.0,2007-09-28,wquin,0.0,0%,319xx,GA,1 year,0.0
1191,7500.0,2007-09-28,buying a condo in forclosure,660.0,30.12%,921xx,CA,2 years,0.0
1192,2000.0,2007-09-28,desiwalk,535.0,0%,200xx,DC,1 year,0.0
1193,25000.0,2007-09-28,jtaliento,596.0,15.01%,103xx,NY,1 year,0.0
1194,2000.0,2007-09-28,goodintentions2,478.0,50.69%,339xx,FL,7 years,0.0
1195,5000.0,2007-09-29,MsPowell,649.0,22.05%,060xx,CT,< 1 year,0.0
1196,7500.0,2007-09-29,lupefairy,604.0,0%,320xx,FL,< 1 year,0.0
1197,6000.0,2007-09-29,earthly1,640.0,1.25%,498xx,WI,9 years,0.0
1198,5000.0,2007-09-29,Neve,617.0,2.55%,100xx,NY,3 years,0.0
1199,1000.0,2007-09-29,dday,0.0,40.15%,808xx,CO,< 1 year,0.0
1200,2000.0,2007-09-29,daddyof4kidz,553.0,5.76%,471xx,IN,4 years,0.0
1201,9000.0,2007-09-29,madhatter13,661.0,23.56%,240xx,VA,< 1 year,0.0
1202,5000.0,2007-09-29,dlj918,499.0,11.28%,275xx,NC,1 year,0.0
1203,3275.0,2007-09-29,lostvalley01,526.0,0%,631xx,MO,< 1 year,0.0
1204,5000.0,2007-09-29,morganstein,552.0,11.58%,956xx,AZ,1 year,0.0
1205,9000.0,2007-09-29,bty6768,584.0,9.7%,363xx,AL,< 1 year,0.0
1206,25000.0,2007-09-29,ps,645.0,26.37%,410xx,KY,4 years,0.0
1207,500.0,2007-09-29,james,582.0,8.46%,088xx,NJ,1 year,0.0
1208,10000.0,2007-09-29,Trustworthy,654.0,2.08%,117xx,NY,< 1 year,0.0
1209,14800.0,2007-09-29,dawgfan60,577.0,11.55%,306xx,GA,10+ years,0.0
1210,1500.0,2007-09-29,carlafarthing,442.0,1.74%,436xx,OH,10+ years,0.0
1211,500.0,2007-09-29,rodfarthing,423.0,4.85%,436xx,OH,9 years,0.0
1212,20000.0,2007-09-29,vincent211983,626.0,10.34%,334xx,FL,1 year,0.0
1213,5000.0,2007-09-29,benton1967,634.0,0.42%,803xx,CO,2 years,0.0
1214,25000.0,2007-09-29,Kirby720,705.0,26.96%,782xx,TX,6 years,0.0
1215,18000.0,2007-09-29,asuboy05,475.0,167.52%,852xx,AZ,1 year,0.0
1216,5000.0,2007-09-29,DocFinder64,482.0,28.6%,080xx,NJ,4 years,0.0
1217,3000.0,2007-09-29,m1ke,497.0,22.44%,800xx,CO,< 1 year,0.0
1218,21500.0,2007-09-29,kimberlywq91,655.0,12.97%,974xx,OR,10+ years,0.0
1219,15000.0,2007-09-29,Evolution,573.0,13.38%,551xx,MN,< 1 year,0.0
1220,3000.0,2007-09-29,thefin191,0.0,0%,980xx,WA,< 1 year,0.0
1221,1500.0,2007-09-30,kdbiddie,431.0,6.23%,112xx,NY,1 year,0.0
1222,5000.0,2007-09-30,angela,0.0,0%,337xx,FL,< 1 year,0.0
1223,11500.0,2007-09-30,drewlash,668.0,15.87%,329xx,FL,1 year,0.0
1224,500.0,2007-09-30,damariousd,523.0,13.04%,278xx,NC,< 1 year,0.0
1225,7500.0,2007-09-30,SecurityAnalyst,588.0,18.63%,430xx,OH,5 years,0.0
1226,17000.0,2007-09-30,creditcardstoomany,598.0,15.5%,090xx,NY,10+ years,0.0
1227,2000.0,2007-09-30,catalinacat007,629.0,15.52%,065xx,CT,1 year,0.0
1228,1600.0,2007-09-30,ein0606,514.0,0%,299xx,SC,1 year,0.0
1229,3000.0,2007-09-30,needyourhelp56,617.0,4.55%,280xx,NC,< 1 year,0.0
1230,13000.0,2007-09-30,tee516,586.0,4.44%,315xx,GA,10+ years,0.0
1231,5000.0,2007-09-30,yellow canary,646.0,5.26%,278xx,NC,2 years,0.0
1232,25000.0,2007-09-30,PROGRIND,495.0,0%,315xx,GA,1 year,0.0
1233,10000.0,2007-09-30,Ryan624,492.0,8.4%,334xx,FL,2 years,0.0
1234,16500.0,2007-09-30,dengerin,651.0,10.67%,800xx,CO,2 years,0.0
1235,10000.0,2007-09-30,yikes911,645.0,44.23%,543xx,WI,10+ years,0.0
1236,2500.0,2007-09-30,Payitfoward07,576.0,2.72%,463xx,IN,1 year,0.0
1237,4000.0,2007-09-30,Surgtech,554.0,12.42%,336xx,FL,< 1 year,0.0
1238,2400.0,2007-09-30,udi,666.0,5.53%,655xx,MO,< 1 year,0.0
1239,3000.0,2007-09-30,mcbesabm,450.0,32.4%,606xx,IL,5 years,0.0
1240,10000.0,2007-09-30,mgannon6,482.0,7.09%,857xx,AZ,1 year,0.0
1241,15000.0,2007-09-30,future,481.0,0%,991xx,WA,10+ years,0.0
1242,5500.0,2007-09-30,elisa2040,600.0,27.48%,287xx,NC,< 1 year,0.0
1243,6500.0,2007-09-30,Gosh!,515.0,12.23%,981xx,WA,10+ years,0.0
1244,10000.0,2007-10-01,DirtyDzn6,616.0,379.2%,751xx,TX,1 year,0.0
1245,6500.0,2007-10-01,Chad McIlvenna,734.0,29.75%,306xx,GA,4 years,0.0
1246,10000.0,2007-10-01,tammy245,489.0,16.78%,456xx,OH,2 years,0.0
1247,25000.0,2007-10-01,martrice2003,431.0,48.94%,774xx,TX,4 years,0.0
1248,25000.0,2007-10-01,torrence,456.0,4.48%,774xx,TX,1 year,0.0
1249,10000.0,2007-10-01,papatobandc,435.0,6.55%,630xx,MO,< 1 year,0.0
1250,7500.0,2007-10-01,Nana,575.0,16.36%,640xx,MO,10+ years,0.0
1251,4750.0,2007-10-01,happymonkey,667.0,38.57%,775xx,TX,1 year,0.0
1252,500.0,2007-10-01,webwalking1,524.0,0.65%,599xx,MT,7 years,0.0
1253,5000.0,2007-10-01,secondchance,607.0,1.03%,081xx,NJ,6 years,0.0
1254,8275.0,2007-10-01,tnc11,744.0,9.64%,287xx,NC,10+ years,0.0
1255,2500.0,2007-10-01,milkshop,553.0,2.5%,371xx,TN,1 year,0.0
1256,2000.0,2007-10-01,Bills,648.0,22.68%,535xx,WI,8 years,0.0
1257,8500.0,2007-10-01,shorsey,618.0,6.36%,218xx,MD,10+ years,0.0
1258,1500.0,2007-10-01,jeffpran,0.0,0%,852xx,AZ,< 1 year,0.0
1259,3000.0,2007-10-01,Help a family get back on their feet,481.0,38.96%,486xx,MI,10+ years,0.0
1260,500.0,2007-10-01,Maggie,492.0,0%,409xx,KY,< 1 year,0.0
1261,10000.0,2007-10-01,charm2007,0.0,0%,750xx,TX,10+ years,0.0
1262,6275.0,2007-10-01,tnc12,655.0,22.15%,272xx,NC,< 1 year,0.0
1263,6275.0,2007-10-01,tnc13,701.0,8.72%,272xx,NC,< 1 year,0.0
1264,14000.0,2007-10-01,momof4,689.0,19.11%,923xx,CO,2 years,0.0
1265,10000.0,2007-10-01,pebbles12793,407.0,15.91%,773xx,TX,< 1 year,0.0
1266,2000.0,2007-10-01,azleslieb,480.0,23.81%,850xx,AZ,3 years,0.0
1267,25000.0,2007-10-01,stp9359,635.0,21.26%,034xx,NH,< 1 year,0.0
1268,25000.0,2007-10-01,tunney,626.0,13.43%,024xx,MA,2 years,0.0
1269,9000.0,2007-10-01,jayc0811,630.0,0.72%,349xx,FL,< 1 year,0.0
1270,12500.0,2007-10-01,otherhalfus,546.0,6.67%,030xx,NH,3 years,0.0
1271,25000.0,2007-10-02,hi my name is hervey and i have a bussiness and a family  and im about to lose   our home can u help ,475.0,0%,088xx,NJ,3 years,0.0
1272,2000.0,2007-10-02,jackliveshere24,557.0,4.14%,300xx,GA,< 1 year,0.0
1273,20000.0,2007-10-02,Eysofastgr,514.0,11.12%,435xx,OH,1 year,0.0
1274,5500.0,2007-10-02,sammi119,637.0,20.93%,681xx,NE,2 years,0.0
1275,20000.0,2007-10-02,nikkiblaze,646.0,24.44%,410xx,KY,4 years,0.0
1276,2000.0,2007-10-02,ctaz1973,568.0,2.47%,113xx,NY,2 years,0.0
1277,25000.0,2007-10-02,ALSTO40,587.0,19%,335xx,FL,9 years,0.0
1278,3000.0,2007-10-02,lcanter1,639.0,22.8%,852xx,AZ,1 year,0.0
1279,3500.0,2007-10-02,dexmon98,469.0,21.39%,780xx,TX,4 years,0.0
1280,2000.0,2007-10-02,KenCraw1,513.0,13.87%,230xx,VA,3 years,0.0
1281,1000.0,2007-10-02,adam930,474.0,1.2%,211xx,MD,1 year,0.0
1282,5000.0,2007-10-02,tdsidbury,669.0,9.05%,200xx,DC,1 year,0.0
1283,2000.0,2007-10-02,bmoore2021,477.0,79.27%,787xx,TX,< 1 year,0.0
1284,3500.0,2007-10-02,crested1,574.0,8.52%,336xx,FL,10+ years,0.0
1285,1000.0,2007-10-02,lovemykids1972,0.0,0%,660xx,KS,2 years,0.0
1286,1500.0,2007-10-02,katana04,490.0,26.91%,280xx,NC,2 years,0.0
1287,5000.0,2007-10-02,kalee,481.0,11.34%,200xx,DC,2 years,0.0
1288,5000.0,2007-10-02,hearing for a school counselor,475.0,13.29%,769xx,TX,10+ years,0.0
1289,1000.0,2007-10-02,forkless,592.0,10.78%,200xx,DC,1 year,0.0
1290,1000.0,2007-10-02,hitmen149,549.0,12.33%,100xx,NY,< 1 year,0.0
1291,3000.0,2007-10-02,flsinglemom,463.0,10.92%,342xx,FL,4 years,0.0
1292,2500.0,2007-10-02,Jagfan13,488.0,16.77%,322xx,FL,1 year,0.0
1293,7500.0,2007-10-02,pay off high interest loans,536.0,180000%,303xx,GA,10+ years,0.0
1294,25000.0,2007-10-02,christopher,512.0,9.12%,600xx,WY,3 years,0.0
1295,7500.0,2007-10-02,helpmebuy,541.0,0%,309xx,GA,< 1 year,0.0
1296,1000.0,2007-10-02,nchick1424,519.0,0%,019xx,MA,2 years,0.0
1297,8000.0,2007-10-02,HOPELYPRAYING,484.0,20.31%,350xx,AL,10+ years,0.0
1298,14250.0,2007-10-02,Bart (Middle name),786.0,16.34%,450xx,OH,1 year,0.0
1299,7500.0,2007-10-02,certaldo1,595.0,5.19%,200xx,DC,2 years,0.0
1300,8500.0,2007-10-02,acn248,574.0,0%,397xx,MS,7 years,0.0
1301,15000.0,2007-10-02,rchase1832,581.0,18%,207xx,MD,2 years,0.0
1302,3000.0,2007-10-02,arunge1,599.0,15.08%,980xx,WA,< 1 year,0.0
1303,8500.0,2007-10-02,acn1244,541.0,88.6%,397xx,MS,10+ years,0.0
1304,1000.0,2007-10-02,angel19,0.0,0%,982xx,WA,< 1 year,0.0
1305,1500.0,2007-10-02,Stevo,0.0,0%,242xx,VA,1 year,0.0
1306,15000.0,2007-10-02,taktikz,564.0,0.54%,335xx,FL,< 1 year,0.0
1307,600.0,2007-10-02,Lilah,575.0,40.91%,722xx,AR,1 year,0.0
1308,15000.0,2007-10-02,mikarate2002,669.0,90%,335xx,FL,1 year,0.0
1309,15000.0,2007-10-02,jojo,559.0,61.35%,660xx,KS,10+ years,0.0
1310,10000.0,2007-10-02,Modest_Needs _2,617.0,0%,021xx,MA,1 year,0.0
1311,15000.0,2007-10-02,brizzymae,0.0,0%,841xx,UT,< 1 year,0.0
1312,23500.0,2007-10-03,listful,515.0,29.67%,352xx,AL,1 year,0.0
1313,7000.0,2007-10-03,spacemann,434.0,18.56%,114xx,NY,< 1 year,0.0
1314,25000.0,2007-10-03,SENTEX,499.0,2.36%,430xx,OH,10+ years,0.0
1315,4000.0,2007-10-03,krano,471.0,12.05%,532xx,WI,3 years,0.0
1316,8000.0,2007-10-03,jjrougier1224,651.0,12.88%,125xx,NY,7 years,0.0
